Orthogroup	Hsap	Acer
OG0000129	LIPR3_HUMAN, LIPR1_HUMAN, LIPP_HUMAN, LIPR2_HUMAN, LIPI_HUMAN, LIPH_HUMAN	KAK2556749.1, KAK2551307.1, KAK2563114.1, KAK2563113.1, KAK2563117.1, KAK2551308.1, KAK2551784.1, KAK2566340.1, KAK2560734.1, KAK2566337.1, KAK2556680.1
OG0000029	ZNF18_HUMAN, ZSA5B_HUMAN, ZSA5A_HUMAN, ZSA5D_HUMAN, ZSA5C_HUMAN, ZN446_HUMAN, ZSCA1_HUMAN, ZSC18_HUMAN, SCND1_HUMAN, ZN496_HUMAN, ZN174_HUMAN, ZN202_HUMAN, MSD7_HUMAN, SCND2_HUMAN, ZN75C_HUMAN, ZN75D_HUMAN, ZN263_HUMAN, ZN215_HUMAN, ZN213_HUMAN, ZN444_HUMAN, ZKSC2_HUMAN, ZSC29_HUMAN, ZSC32_HUMAN, ZN500_HUMAN, ZSC20_HUMAN, ZSC25_HUMAN, ZN394_HUMAN, ZSC26_HUMAN, ZKSC1_HUMAN, ZSC31_HUMAN, ZSC23_HUMAN, ZSC9_HUMAN, ZN396_HUMAN, ZNF24_HUMAN, ZSC16_HUMAN, ZKSC3_HUMAN, ZKSC4_HUMAN, ZKSC8_HUMAN, ZN397_HUMAN, ZSC12_HUMAN, ZN197_HUMAN, ZKSC7_HUMAN, ZN852_HUMAN, ZN445_HUMAN, ZN165_HUMAN, ZSC30_HUMAN, ZN232_HUMAN, ZSC21_HUMAN, ZN449_HUMAN, ZKSC5_HUMAN	KAK2572785.1
OG0000060	GALR1_HUMAN, GALR3_HUMAN, GALR2_HUMAN	KAK2573348.1, KAK2573760.1, KAK2573349.1, KAK2573761.1, KAK2560539.1, KAK2551731.1, KAK2552141.1, KAK2551672.1, KAK2551671.1, KAK2552139.1, KAK2547806.1, KAK2551867.1, KAK2548644.1, KAK2572782.1, KAK2573180.1, KAK2557206.1, KAK2572655.1, KAK2573181.1, KAK2565199.1
OG0000077	LRC31_HUMAN, RINI_HUMAN, NLRP6_HUMAN, NLRP3_HUMAN, NAL12_HUMAN, NAL10_HUMAN, NLRP1_HUMAN, CARD8_HUMAN, NALP7_HUMAN, NALP2_HUMAN, PYDC2_HUMAN, PYDC4_HUMAN, NALP8_HUMAN, NALP4_HUMAN, NAL11_HUMAN, NLRP9_HUMAN, NALP5_HUMAN, NAL14_HUMAN, NAL13_HUMAN	KAK2565404.1
OG0000056	IF2P_HUMAN	KAK2559323.1, KAK2548478.1, KAK2557962.1, KAK2558805.1, KAK2554342.1, KAK2553126.1, KAK2571534.1, KAK2564101.1, KAK2562608.1, KAK2552349.1, KAK2547484.1, KAK2562261.1, KAK2547359.1, KAK2552080.1, KAK2547563.1, KAK2549134.1, KAK2551935.1, KAK2564644.1, KAK2552227.1, KAK2551976.1, KAK2565726.1, KAK2552780.1, KAK2568527.1, KAK2550374.1, KAK2546993.1, KAK2552428.1, KAK2552226.1, KAK2568729.1, KAK2556264.1, KAK2562262.1, KAK2561775.1, KAK2559513.1, KAK2555215.1, KAK2561860.1, KAK2546849.1, KAK2554022.1, KAK2550706.1, KAK2561861.1, KAK2558875.1, KAK2548079.1, KAK2558863.1, KAK2560671.1, KAK2549593.1, KAK2572409.1, KAK2563250.1
OG0000084	NAIF1_HUMAN	KAK2562816.1, KAK2563829.1, KAK2570334.1, KAK2565617.1, KAK2551329.1, KAK2551414.1, KAK2548471.1, KAK2566331.1, KAK2571631.1, KAK2567711.1, KAK2550663.1, KAK2551560.1, KAK2560833.1, KAK2570328.1, KAK2548517.1, KAK2549353.1, KAK2546829.1, KAK2547901.1, KAK2553678.1, KAK2562289.1, KAK2550051.1, KAK2553682.1, KAK2552556.1, KAK2547505.1, KAK2552091.1, KAK2561936.1, KAK2562905.1, KAK2558750.1, KAK2567420.1, KAK2548527.1, KAK2548526.1, KAK2558573.1, KAK2554296.1, KAK2550662.1, KAK2555166.1
OG0000106	H2B1A_HUMAN, H2B1M_HUMAN, H2B1D_HUMAN, H2B1C_HUMAN, H2B2C_HUMAN, H2B2D_HUMAN, H2B2E_HUMAN, H2B1J_HUMAN, H2B1K_HUMAN, H2BFS_HUMAN, H2B1O_HUMAN, H2B1H_HUMAN, H2B2F_HUMAN, H2B1B_HUMAN, H2B1N_HUMAN, H2B1L_HUMAN, H2B3B_HUMAN	KAK2546642.1
OG0000128	MA13P_HUMAN, MAGC3_HUMAN, MAGC2_HUMAN, MAGC1_HUMAN, MAGAA_HUMAN, MAGAB_HUMAN, MAGA9_HUMAN, MAGA8_HUMAN, MAGA3_HUMAN, MAGA6_HUMAN, MAGA2_HUMAN, MAGAC_HUMAN, MAGA5_HUMAN, MAGA1_HUMAN, MAGA4_HUMAN, MAGBG_HUMAN, MAGBA_HUMAN, MAGB3_HUMAN, MAGB5_HUMAN, MAGB4_HUMAN, MAGB1_HUMAN, MAGB2_HUMAN, MAGBH_HUMAN, MAB6B_HUMAN, MAGB6_HUMAN, MAGBI_HUMAN, MAGF1_HUMAN, NSE3_HUMAN	KAK2548674.1, KAK2557806.1
OG0000049	GBP5_HUMAN, GBP1_HUMAN, GBP3_HUMAN, GBP2_HUMAN, GBP6_HUMAN, GBP4_HUMAN, GBP7_HUMAN	KAK2566431.1, KAK2568135.1, KAK2568386.1, KAK2568141.1, KAK2568392.1, KAK2568136.1, KAK2568137.1, KAK2546635.1, KAK2563382.1, KAK2547246.1, KAK2547245.1, KAK2562547.1, KAK2547431.1, KAK2548543.1, KAK2568830.1, KAK2548037.1, KAK2560428.1, KAK2555846.1, KAK2551694.1, KAK2567110.1, KAK2548036.1, KAK2549449.1, KAK2565693.1, KAK2564999.1, KAK2568139.1, KAK2564477.1, KAK2567766.1, KAK2555413.1, KAK2552514.1, KAK2565000.1, KAK2559671.1, KAK2547621.1, KAK2552518.1, KAK2552520.1
OG0000087	TLR2_HUMAN, TLR10_HUMAN, TLR6_HUMAN, TLR1_HUMAN	KAK2551070.1, KAK2569026.1, KAK2569156.1, KAK2569480.1, KAK2569481.1, KAK2560239.1, KAK2560250.1, KAK2570477.1, KAK2570329.1, KAK2570492.1, KAK2547027.1, KAK2549056.1, KAK2570079.1, KAK2553735.1, KAK2561390.1, KAK2561257.1, KAK2561222.1, KAK2561259.1, KAK2561224.1, KAK2561254.1, KAK2561218.1, KAK2561225.1
OG0000113	JDP2_HUMAN, ATF3_HUMAN, FOSB_HUMAN, FOS_HUMAN, FOSL1_HUMAN, FOSL2_HUMAN	KAK2568712.1, KAK2568716.1, KAK2568714.1
OG0000138	ACSM3_HUMAN, ACSM5_HUMAN, ACSM4_HUMAN, ACS2A_HUMAN, ACS2B_HUMAN, ACSM1_HUMAN, NPIA2_HUMAN, NPIA1_HUMAN, NPIA7_HUMAN, NPIA8_HUMAN, NPIA5_HUMAN, NPIA6_HUMAN, NPIA9_HUMAN, NPIA3_HUMAN, NPIB8_HUMAN, NPB15_HUMAN, NPIB7_HUMAN, NPIB6_HUMAN, NPIB9_HUMAN, NPIB2_HUMAN, NPB11_HUMAN, NPIB5_HUMAN, NPIB3_HUMAN, NPIB4_HUMAN, NPB13_HUMAN, NPB12_HUMAN	KAK2567130.1
OG0000078	CLC4G_HUMAN	KAK2556342.1, KAK2562543.1, KAK2556325.1, KAK2547139.1, KAK2571944.1, KAK2556326.1, KAK2560026.1, KAK2556346.1, KAK2556349.1, KAK2556331.1, KAK2556402.1, KAK2551066.1, KAK2546638.1, KAK2567591.1, KAK2551933.1, KAK2546702.1, KAK2547232.1, KAK2547422.1, KAK2547211.1, KAK2546953.1, KAK2547215.1, KAK2547218.1, KAK2547234.1, KAK2547212.1, KAK2547229.1, KAK2572109.1, KAK2568523.1, KAK2572732.1, KAK2572733.1, KAK2562131.1, KAK2564981.1
OG0000089	CGT_HUMAN, UDB15_HUMAN, UDB17_HUMAN, UD2B4_HUMAN, UD2B7_HUMAN, UDB10_HUMAN, UDB11_HUMAN, UDB28_HUMAN, UD2A1_HUMAN, UD2A2_HUMAN, UD2A3_HUMAN, UD11_HUMAN, UD13_HUMAN, UD14_HUMAN, UD15_HUMAN, UD16_HUMAN, UD19_HUMAN, UD18_HUMAN, UD110_HUMAN, UD17_HUMAN	KAK2554246.1, KAK2554254.1, KAK2562005.1, KAK2561518.1, KAK2566480.1
OG0000098	RPA43_HUMAN	KAK2557066.1, KAK2559901.1, KAK2559895.1, KAK2559898.1, KAK2559899.1, KAK2553413.1, KAK2559929.1, KAK2559897.1, KAK2553475.1, KAK2559807.1, KAK2559808.1, KAK2559809.1, KAK2559810.1, KAK2559812.1, KAK2560289.1, KAK2560293.1, KAK2560299.1, KAK2560288.1, KAK2546716.1, KAK2553785.1, KAK2560300.1, KAK2547025.1
OG0000108	MFAP4_HUMAN, FCN1_HUMAN, FCN2_HUMAN	KAK2556160.1, KAK2551566.1, KAK2553805.1, KAK2559185.1, KAK2565557.1, KAK2569546.1, KAK2569547.1, KAK2547835.1, KAK2547138.1, KAK2547839.1, KAK2547828.1, KAK2547836.1, KAK2569549.1, KAK2569606.1, KAK2569599.1, KAK2552859.1, KAK2559022.1, KAK2574277.1
OG0000139	NOTC1_HUMAN, NOTC3_HUMAN, NOTC2_HUMAN, NT2NA_HUMAN, NT2NC_HUMAN, NT2NB_HUMAN, NT2NR_HUMAN, NBPFP_HUMAN, NBPF9_HUMAN, NBPFF_HUMAN, NBPFJ_HUMAN, NBPFK_HUMAN, NBPFE_HUMAN, NBPFA_HUMAN, NBPF8_HUMAN, NBPF1_HUMAN, NBPFC_HUMAN, NBPFB_HUMAN, NBPF3_HUMAN, NBPF7_HUMAN, NBPF5_HUMAN, NBPF4_HUMAN, NBPF6_HUMAN, MYOME_HUMAN	KAK2568112.1, KAK2570741.1
OG0000009	DZIP3_HUMAN	KAK2564457.1, KAK2564670.1, KAK2557587.1, KAK2546917.1, KAK2550810.1, KAK2546913.1, KAK2557510.1, KAK2550808.1, KAK2557489.1, KAK2546687.1, KAK2551351.1, KAK2568676.1, KAK2547564.1, KAK2566396.1, KAK2546645.1, KAK2557492.1, KAK2557561.1, KAK2566769.1, KAK2557511.1, KAK2560414.1, KAK2568942.1, KAK2561932.1, KAK2550807.1, KAK2557542.1, KAK2557559.1, KAK2560914.1, KAK2558039.1, KAK2553680.1, KAK2553679.1, KAK2553685.1, KAK2553681.1, KAK2553732.1, KAK2547017.1, KAK2559922.1, KAK2562527.1, KAK2573986.1, KAK2562610.1, KAK2573985.1, KAK2570037.1, KAK2563804.1, KAK2556546.1, KAK2563952.1, KAK2546693.1
OG0000054	MOT8_HUMAN, MOT10_HUMAN, MOT11_HUMAN, MOT13_HUMAN, MOT6_HUMAN, MOT1_HUMAN, MOT2_HUMAN, MOT3_HUMAN, MOT4_HUMAN	KAK2554269.1, KAK2571085.1, KAK2566404.1, KAK2573689.1, KAK2570783.1, KAK2573545.1, KAK2573547.1, KAK2564918.1, KAK2569119.1, KAK2566788.1, KAK2555499.1, KAK2550585.1, KAK2554874.1, KAK2548732.1, KAK2552957.1
OG0000102	ZN862_HUMAN	KAK2556242.1, KAK2549954.1, KAK2555870.1, KAK2553006.1, KAK2551679.1, KAK2548999.1, KAK2556233.1, KAK2556190.1, KAK2556189.1, KAK2556188.1, KAK2552847.1, KAK2558938.1, KAK2559055.1, KAK2551422.1, KAK2565664.1, KAK2562431.1, KAK2565665.1, KAK2565663.1, KAK2568943.1, KAK2561750.1, KAK2555882.1, KAK2554058.1, KAK2555881.1, KAK2559818.1, KAK2564106.1, KAK2551415.1, KAK2557555.1, KAK2548097.1, KAK2558920.1, KAK2547535.1, KAK2553582.1, KAK2548080.1, KAK2550070.1, KAK2553589.1, KAK2561662.1, KAK2556241.1
OG0000003	THAP6_HUMAN	KAK2571225.1, KAK2546761.1, KAK2565686.1, KAK2565427.1, KAK2551387.1, KAK2554191.1, KAK2559189.1, KAK2550122.1, KAK2562546.1, KAK2552047.1, KAK2557441.1, KAK2552751.1, KAK2559246.1, KAK2565683.1, KAK2556149.1, KAK2561962.1, KAK2550120.1, KAK2559292.1, KAK2557439.1, KAK2547040.1, KAK2558986.1, KAK2557440.1, KAK2558989.1, KAK2558615.1, KAK2549164.1, KAK2564145.1, KAK2549093.1, KAK2551152.1, KAK2564292.1, KAK2549266.1, KAK2551972.1, KAK2558593.1, KAK2564178.1, KAK2548873.1, KAK2568081.1, KAK2567995.1, KAK2551374.1, KAK2548030.1, KAK2548101.1, KAK2550345.1, KAK2547344.1, KAK2547153.1, KAK2549002.1, KAK2556136.1, KAK2548746.1, KAK2559234.1, KAK2565538.1, KAK2568837.1, KAK2564355.1, KAK2559196.1, KAK2550179.1, KAK2552424.1, KAK2559197.1, KAK2561777.1, KAK2556263.1, KAK2552976.1, KAK2552977.1, KAK2566262.1, KAK2548902.1, KAK2553545.1, KAK2571006.1, KAK2570197.1, KAK2558840.1, KAK2558859.1, KAK2548093.1, KAK2572194.1, KAK2549560.1, KAK2548094.1, KAK2556137.1, KAK2556007.1, KAK2560716.1, KAK2549325.1, KAK2549848.1, KAK2555107.1, KAK2561190.1, KAK2552461.1, KAK2560181.1, KAK2551765.1, KAK2567873.1, KAK2564043.1, KAK2570280.1, KAK2549324.1, KAK2562452.1, KAK2562725.1, KAK2570323.1, KAK2551620.1, KAK2556398.1, KAK2561213.1, KAK2573748.1, KAK2559396.1, KAK2554908.1, KAK2551954.1, KAK2550077.1, KAK2559012.1, KAK2546994.1, KAK2549204.1, KAK2568668.1, KAK2562264.1, KAK2557575.1, KAK2558858.1, KAK2564032.1, KAK2552079.1, KAK2557025.1, KAK2558004.1, KAK2553111.1, KAK2548081.1, KAK2561694.1, KAK2568407.1, KAK2570067.1, KAK2552033.1, KAK2554027.1, KAK2555189.1, KAK2548084.1, KAK2564321.1, KAK2555775.1, KAK2547008.1, KAK2560680.1, KAK2548698.1, KAK2569529.1, KAK2553584.1, KAK2555766.1, KAK2555242.1, KAK2556279.1, KAK2565849.1, KAK2568404.1, KAK2570273.1, KAK2559341.1, KAK2564252.1, KAK2555195.1, KAK2568524.1, KAK2568526.1, KAK2564530.1, KAK2562496.1, KAK2562495.1, KAK2568754.1, KAK2554036.1, KAK2562930.1, KAK2552373.1, KAK2557015.1, KAK2562929.1, KAK2553559.1, KAK2561418.1, KAK2564489.1, KAK2562471.1, KAK2550439.1, KAK2554859.1, KAK2561826.1, KAK2559072.1, KAK2564679.1, KAK2547049.1, KAK2561964.1, KAK2549129.1, KAK2561781.1, KAK2555197.1, KAK2561790.1, KAK2559142.1, KAK2553586.1, KAK2549578.1, KAK2547371.1, KAK2549285.1, KAK2549290.1, KAK2547388.1, KAK2555890.1, KAK2562500.1, KAK2554860.1, KAK2556258.1, KAK2548996.1, KAK2562405.1, KAK2556256.1, KAK2561881.1, KAK2555808.1, KAK2556363.1, KAK2559326.1, KAK2550748.1, KAK2551339.1, KAK2551344.1
OG0000017	CC14A_HUMAN	KAK2572147.1, KAK2572148.1, KAK2549548.1, KAK2547122.1, KAK2559466.1, KAK2572800.1, KAK2569167.1, KAK2560838.1, KAK2547123.1, KAK2562008.1, KAK2564587.1, KAK2548038.1, KAK2549080.1, KAK2570676.1, KAK2570799.1, KAK2564325.1, KAK2562851.1, KAK2566565.1, KAK2547214.1, KAK2551777.1, KAK2547854.1, KAK2548993.1, KAK2566377.1, KAK2553023.1, KAK2572183.1, KAK2548737.1, KAK2564540.1, KAK2558765.1, KAK2559249.1, KAK2546703.1, KAK2547412.1, KAK2547231.1, KAK2549811.1, KAK2557414.1, KAK2562942.1, KAK2570474.1, KAK2549053.1, KAK2559041.1, KAK2568809.1, KAK2568094.1, KAK2554850.1, KAK2570691.1, KAK2568672.1, KAK2557413.1, KAK2551626.1, KAK2562941.1, KAK2560145.1, KAK2566192.1, KAK2551091.1, KAK2547595.1, KAK2557530.1, KAK2547594.1, KAK2551089.1, KAK2547706.1, KAK2562572.1, KAK2547311.1, KAK2547707.1, KAK2549388.1, KAK2554847.1, KAK2557552.1, KAK2558774.1, KAK2567505.1, KAK2548031.1, KAK2549615.1, KAK2553836.1, KAK2549614.1, KAK2557038.1, KAK2546631.1, KAK2569915.1, KAK2555958.1, KAK2569624.1, KAK2556902.1, KAK2569817.1
OG0000037	P52K_HUMAN	KAK2549573.1, KAK2548314.1, KAK2549571.1, KAK2561742.1, KAK2552154.1, KAK2558618.1, KAK2566099.1, KAK2552153.1, KAK2568036.1, KAK2571665.1, KAK2561865.1, KAK2571227.1, KAK2561757.1, KAK2562793.1, KAK2550745.1, KAK2571485.1, KAK2550114.1, KAK2548291.1, KAK2555443.1, KAK2563359.1, KAK2564778.1, KAK2558882.1, KAK2572357.1, KAK2561127.1, KAK2557805.1, KAK2548160.1, KAK2558900.1, KAK2555912.1, KAK2558879.1, KAK2569571.1, KAK2564027.1, KAK2553973.1, KAK2548485.1, KAK2572910.1, KAK2573203.1, KAK2568976.1, KAK2550693.1, KAK2558651.1, KAK2556062.1, KAK2551621.1, KAK2561744.1, KAK2571415.1, KAK2569726.1, KAK2569725.1, KAK2564046.1, KAK2558772.1, KAK2558773.1, KAK2569438.1
OG0000068	B3GN5_HUMAN, B3GT1_HUMAN, B3GT2_HUMAN, B3GT5_HUMAN, B3GL1_HUMAN	KAK2556527.1, KAK2560187.1, KAK2560185.1, KAK2560238.1, KAK2560186.1, KAK2560237.1, KAK2563589.1, KAK2563587.1, KAK2556352.1, KAK2556351.1, KAK2556447.1, KAK2558088.1, KAK2561866.1, KAK2574433.1, KAK2551011.1, KAK2551012.1, KAK2553140.1, KAK2562758.1, KAK2572838.1
OG0000149	SCNBA_HUMAN, SCNAA_HUMAN, SCN5A_HUMAN, SCN4A_HUMAN, SCN8A_HUMAN, SCN7A_HUMAN, SCN9A_HUMAN, SCN3A_HUMAN, SCN1A_HUMAN, SCN2A_HUMAN	KAK2561011.1, KAK2560867.1, KAK2550803.1, KAK2563045.1
OG0000159	CRBB1_HUMAN, CRBB2_HUMAN, CRBB3_HUMAN, CRBA2_HUMAN, CRBA4_HUMAN, CRBA1_HUMAN, CRGN_HUMAN, CRYGS_HUMAN, CRGB_HUMAN, CRGD_HUMAN, CRGA_HUMAN, CRGC_HUMAN	KAK2554811.1, KAK2549870.1, KAK2572656.1, KAK2572810.1
OG0000134	RN152_HUMAN	KAK2557336.1, KAK2562633.1, KAK2552147.1, KAK2549853.1, KAK2560842.1, KAK2552592.1, KAK2549849.1, KAK2560847.1, KAK2570459.1, KAK2560841.1, KAK2559049.1, KAK2547257.1, KAK2559522.1, KAK2548868.1, KAK2558596.1, KAK2548502.1, KAK2547099.1, KAK2548515.1, KAK2563707.1, KAK2572696.1, KAK2547188.1, KAK2547452.1, KAK2573068.1, KAK2572693.1, KAK2548516.1, KAK2553013.1, KAK2563827.1
OG0000166	SEM3E_HUMAN, SEM3G_HUMAN, SEM3B_HUMAN, SEM3A_HUMAN, SEM3D_HUMAN, SEM3C_HUMAN, SEM3F_HUMAN, SEM4D_HUMAN, SEM4G_HUMAN, SEM4C_HUMAN, SEM4F_HUMAN, SEM4B_HUMAN, SEM4A_HUMAN	KAK2564685.1
OG0000178	ST1C3_HUMAN, ST1C4_HUMAN, ST1C2_HUMAN, ST1A2_HUMAN, ST1A1_HUMAN, ST1A3_HUMAN, ST1A4_HUMAN, ST1B1_HUMAN, ST1E1_HUMAN	KAK2561348.1, KAK2561350.1, KAK2561351.1, KAK2559975.1, KAK2571047.1, KAK2571384.1
OG0000187	CD320_HUMAN	KAK2559643.1
OG0000047	BKRB2_HUMAN, BKRB1_HUMAN, AGTR2_HUMAN, AGTR1_HUMAN, ACKR2_HUMAN, XCR1_HUMAN, CCR4_HUMAN, CCR5_HUMAN, CCR2_HUMAN, CCR3_HUMAN, CCR1_HUMAN, CCR8_HUMAN, CX3C1_HUMAN, CXCR2_HUMAN, CXCR1_HUMAN, CCR7_HUMAN, CCR6_HUMAN, CXCR4_HUMAN, CXCR3_HUMAN	KAK2572152.1, KAK2572153.1, KAK2572146.1, KAK2572296.1, KAK2572301.1, KAK2572304.1, KAK2562233.1, KAK2562236.1, KAK2562235.1, KAK2562237.1, KAK2562238.1
OG0000072	SPD2A_HUMAN, SPD2B_HUMAN	KAK2549526.1, KAK2556159.1, KAK2549525.1, KAK2561842.1, KAK2568041.1, KAK2568970.1, KAK2561844.1, KAK2558884.1, KAK2568720.1, KAK2562602.1, KAK2562601.1, KAK2549380.1, KAK2549381.1, KAK2555788.1, KAK2554171.1, KAK2564500.1, KAK2554066.1, KAK2549162.1, KAK2548521.1, KAK2549163.1, KAK2547383.1, KAK2549524.1
OG0000107	VWDE_HUMAN	KAK2554218.1, KAK2546812.1, KAK2563303.1, KAK2546811.1, KAK2563308.1, KAK2563238.1, KAK2563201.1, KAK2563202.1, KAK2563267.1
OG0000130	TAGL_HUMAN, TAGL3_HUMAN, TAGL2_HUMAN, CNN3_HUMAN, CNN1_HUMAN, CNN2_HUMAN	KAK2570708.1, KAK2570709.1
OG0000174	CUZD1_HUMAN	KAK2557290.1, KAK2572582.1, KAK2562022.1, KAK2570416.1, KAK2570417.1, KAK2570282.1, KAK2570468.1, KAK2570088.1, KAK2570476.1, KAK2566461.1, KAK2547428.1, KAK2548105.1, KAK2551492.1, KAK2566703.1, KAK2551476.1, KAK2557288.1, KAK2559172.1, KAK2565689.1
OG0000188	PABP4_HUMAN, PAP1L_HUMAN, PABP1_HUMAN, PABP3_HUMAN	KAK2559926.1, KAK2559924.1, KAK2559927.1, KAK2567999.1, KAK2568007.1, KAK2559928.1, KAK2559923.1
OG0000030	UROM_HUMAN, GP2_HUMAN, OIT3_HUMAN	KAK2569275.1, KAK2551043.1, KAK2569273.1, KAK2551044.1, KAK2570348.1, KAK2561452.1, KAK2548955.1, KAK2548977.1, KAK2548976.1, KAK2548971.1, KAK2548973.1, KAK2559905.1, KAK2560268.1, KAK2569258.1, KAK2555325.1, KAK2559145.1, KAK2561292.1, KAK2555594.1
OG0000036	G2E3_HUMAN	KAK2551436.1, KAK2546924.1, KAK2559057.1, KAK2550520.1, KAK2562586.1, KAK2547133.1, KAK2554105.1, KAK2562621.1, KAK2551095.1, KAK2562620.1, KAK2558696.1, KAK2565476.1, KAK2558695.1, KAK2564370.1, KAK2547355.1, KAK2549827.1, KAK2564375.1, KAK2551178.1, KAK2551079.1, KAK2551078.1, KAK2564502.1, KAK2565477.1, KAK2556269.1, KAK2562696.1, KAK2547335.1, KAK2562494.1, KAK2552213.1, KAK2568606.1, KAK2547843.1, KAK2566463.1, KAK2562533.1, KAK2555199.1, KAK2548994.1, KAK2551076.1, KAK2564431.1, KAK2566981.1, KAK2564452.1, KAK2570226.1, KAK2562248.1, KAK2552041.1, KAK2549596.1, KAK2572104.1, KAK2551393.1, KAK2556232.1, KAK2564475.1, KAK2551534.1, KAK2552015.1, KAK2559851.1, KAK2552016.1, KAK2564118.1, KAK2551457.1, KAK2558769.1, KAK2558770.1, KAK2570137.1, KAK2558005.1, KAK2550676.1, KAK2548645.1
OG0000055	TTHY_HUMAN	KAK2555105.1, KAK2546808.1, KAK2555202.1, KAK2558416.1, KAK2559498.1, KAK2555254.1, KAK2559599.1, KAK2547374.1, KAK2564277.1, KAK2564327.1, KAK2558692.1
OG0000079	CRNN_HUMAN, S10A9_HUMAN, S10AD_HUMAN, S10AB_HUMAN, S10A5_HUMAN, S10A3_HUMAN, S10A6_HUMAN, S10A4_HUMAN, S10A2_HUMAN, S10A1_HUMAN, S100Z_HUMAN, S10AA_HUMAN, S100B_HUMAN, S100P_HUMAN, S100G_HUMAN, S1A7B_HUMAN, S10A7_HUMAN, S1A7A_HUMAN, S10AC_HUMAN, S10A8_HUMAN, FILA_HUMAN, HORN_HUMAN, FILA2_HUMAN, TRHY_HUMAN	KAK2572651.1
OG0000218	NPTX1_HUMAN, NPTXR_HUMAN, NPTX2_HUMAN	KAK2568486.1, KAK2560249.1, KAK2568478.1, KAK2566407.1, KAK2548047.1, KAK2565217.1, KAK2565219.1
OG0000021	NEGR1_HUMAN, LSAMP_HUMAN, IGLO5_HUMAN, OPCM_HUMAN, NTRI_HUMAN	KAK2557523.1, KAK2549865.1, KAK2547592.1, KAK2547155.1, KAK2549864.1, KAK2549888.1, KAK2547151.1, KAK2547053.1, KAK2549882.1, KAK2549187.1, KAK2547307.1, KAK2547152.1, KAK2547301.1, KAK2547306.1, KAK2557578.1, KAK2549184.1, KAK2557516.1, KAK2557581.1, KAK2547157.1, KAK2547303.1, KAK2566439.1, KAK2557442.1, KAK2557437.1, KAK2557553.1, KAK2549872.1, KAK2557504.1, KAK2557548.1, KAK2557551.1, KAK2557505.1, KAK2557509.1, KAK2549873.1, KAK2557549.1, KAK2554123.1, KAK2551951.1, KAK2546835.1, KAK2571712.1, KAK2561831.1, KAK2565581.1, KAK2547776.1, KAK2549085.1, KAK2550547.1, KAK2571754.1, KAK2554063.1, KAK2548506.1, KAK2557455.1, KAK2567902.1, KAK2564602.1, KAK2572199.1, KAK2555813.1, KAK2564023.1, KAK2556903.1, KAK2564657.1, KAK2564656.1, KAK2549094.1, KAK2549429.1, KAK2552777.1, KAK2565699.1, KAK2552970.1, KAK2549448.1, KAK2565725.1, KAK2560575.1, KAK2552206.1, KAK2552974.1
OG0000069	EFNB3_HUMAN, EFNB1_HUMAN, EFNB2_HUMAN	KAK2566336.1, KAK2572475.1, KAK2551790.1, KAK2551843.1, KAK2565355.1, KAK2565357.1, KAK2554214.1, KAK2551819.1, KAK2568327.1, KAK2546926.1, KAK2546923.1, KAK2546784.1, KAK2546732.1, KAK2546785.1, KAK2568326.1
OG0000085	CASR_HUMAN	KAK2568378.1, KAK2557924.1, KAK2559247.1, KAK2549546.1, KAK2565423.1, KAK2565612.1, KAK2558953.1, KAK2547333.1, KAK2566237.1, KAK2550699.1, KAK2546694.1, KAK2564426.1, KAK2573103.1, KAK2562451.1, KAK2561789.1, KAK2564380.1, KAK2552816.1, KAK2561791.1, KAK2567737.1, KAK2548932.1, KAK2562445.1, KAK2549410.1, KAK2552345.1, KAK2558133.1, KAK2548878.1, KAK2550719.1, KAK2564577.1, KAK2555893.1, KAK2570981.1, KAK2570980.1, KAK2557863.1, KAK2572486.1
OG0000162	MMP16_HUMAN, MMP24_HUMAN, MMP14_HUMAN, MMP15_HUMAN, MMP25_HUMAN	KAK2561006.1, KAK2560950.1, KAK2561008.1, KAK2552736.1, KAK2552734.1
OG0000198	PRRT4_HUMAN, PRRT3_HUMAN	KAK2559594.1, KAK2566612.1, KAK2566611.1, KAK2566728.1, KAK2559738.1, KAK2555424.1, KAK2566916.1, KAK2561091.1, KAK2561084.1, KAK2561085.1, KAK2567064.1, KAK2557273.1, KAK2561485.1, KAK2556907.1, KAK2556908.1, KAK2556909.1, KAK2558404.1, KAK2556911.1, KAK2556912.1, KAK2574313.1, KAK2574614.1
OG0000209	KCA10_HUMAN, KCNA5_HUMAN, KCNA6_HUMAN, KCNA4_HUMAN, KCNA3_HUMAN, KCNA2_HUMAN, KCNA1_HUMAN	KAK2548139.1, KAK2556372.1, KAK2550777.1, KAK2569248.1, KAK2569333.1
OG0000219	OMD_HUMAN, FMOD_HUMAN, LUM_HUMAN, OPT_HUMAN, MIME_HUMAN, EPYC_HUMAN, ASPN_HUMAN, PGS2_HUMAN, PODN_HUMAN, PONL1_HUMAN	KAK2561372.1, KAK2561373.1
